id,idno,type
5139,GBR_2020_FIES_v01_M_v01_A_OCS,survey
5140,GBR_2018_FIES_v01_M_v01_A_OCS,survey
5141,GBR_2017_FIES_v01_M_v01_A_OCS,survey
5142,GBR_2016_FIES_v01_M_v01_A_OCS,survey
5143,GBR_2015_FIES_v01_M_v01_A_OCS,survey
5144,GBR_2015-2017_GGP-P_v01_M_v01_A_OCS,survey
5145,GBR_2014_FIES_v01_M_v01_A_OCS,survey
5146,TZA_2015-2019_GGP-P_v01_M_v01_A_OCS,survey
5147,URY_2020_FIES_v01_M_v01_A_OCS,survey
5148,URY_2019_FIES_v01_M_v01_A_OCS,survey
5149,URY_2018_FIES_v01_M_v01_A_OCS,survey
5150,URY_2017_FIES_v01_M_v01_A_OCS,survey
5151,URY_2016_FIES_v01_M_v01_A_OCS,survey
5152,URY_2015_FIES_v01_M_v01_A_OCS,survey
5153,URY_2014_FIES_v01_M_v01_A_OCS,survey
5154,UZB_2019_FIES_v01_M_v01_A_OCS,survey
5155,UZB_2018_FIES_v01_M_v01_A_OCS,survey
5156,UZB_2017_FIES_v01_M_v01_A_OCS,survey
5157,UZB_2016_FIES_v01_M_v01_A_OCS,survey
5158,UZB_2015_FIES_v01_M_v01_A_OCS,survey
5159,UZB_2014_FIES_v01_M_v01_A_OCS,survey
5160,VNM_2018_FIES_v01_M_v01_A_OCS,survey
5161,VNM_2017_FIES_v01_M_v01_A_OCS,survey
5162,VNM_2016_FIES_v01_M_v01_A_OCS,survey
5163,VNM_2015_FIES_v01_M_v01_A_OCS,survey
5164,VNM_2014_FIES_v01_M_v01_A_OCS,survey
5165,VNM_2014-2019_GGP-P_v01_M_v01_A_OCS,survey
5166,ZMB_2014-2019_GGP-P_v01_M_v01_A_OCS,survey
5167,ZWE_2020_FIES_v01_M_v01_A_OCS,survey
5168,ZWE_2019_FIES_v01_M_v01_A_OCS,survey
5169,ZWE_2018_FIES_v01_M_v01_A_OCS,survey
5170,ZWE_2017_FIES_v01_M_v01_A_OCS,survey
5171,ZWE_2016_FIES_v01_M_v01_A_OCS,survey
5172,ZWE_2016-2019_GGP-P_v01_M_v01_A_OCS,survey
5173,ZWE_2015_FIES_v01_M_v01_A_OCS,survey
5174,ZWE_2014_FIES_v01_M_v01_A_OCS,survey
5175,AFG_2020_PDM-CBI_v01_M,survey
5176,AFG_2021_MSRNA_v01_M,survey
5177,AFG_2021_VOLREP_v01_M,survey
5178,AFG_2021_PARR-DEC-HH_v01_M,survey
5179,AFG_2021_PARR-DEC-KII_v01_M,survey
5180,AFG_2021_PARR-MAR-HH_v01_M,survey
5181,AFG_2021_PARR-MAR-KII_v01_M,survey
5182,AFG_2021-2022_PDM-CBI_v01_M,survey
5183,AGO_2021_LIS_v01_M,survey
5184,ARG_2021_LIS_v01_M,survey
5185,BGD_2021_LIS_v01_M,survey
5186,CMR_2017_LIS_v01_M,survey
5187,CMR_2021_LIS_v01_M,survey
5188,COD_2021_CBI-PDM_v01_M,survey
5189,SDN_2021_PFDSAS_v01_M,survey
5190,CHN_2021_CVACC-Q2_v01_M,survey
5191,HND_2018_IDP_v01_M,survey
5192,BGD_2020_CEPM_v01_M,survey
5193,ETH_2018_SENS-MRC_v01_M,survey
5194,BGD_2019_SNA-COX_v01_M,survey
5195,CMR_2020_SEIC-JUN_v01_M,survey
5196,KEN_2019_SES-KKM_v01_M,survey
5197,CMR_2020_SEIC-MAY_v01_M,survey
5198,SOM_2015_IDP-HARG_v01_M,survey
5199,UGA_2019_CPS_v01_M,survey
5200,BGD_2019_COX-PS_v01_M,survey
5201,BGD_2019_ROH_v01_M,survey
5202,PER_2018_ENPOVE_v01_M,survey
5203,COD_2021_BPDM-CBI-JAN_v01_M,survey
5204,COD_2021_LIS_v01_M,survey
5205,COG_2021_LIS_v01_M,survey
5206,CRI_2021_LIS_v01_M,survey
5207,DJI_2021_LIS_v01_M,survey
5208,GHA_2021_LIS_v01_M,survey
5209,JOR_2021_LIS_v01_M,survey
5210,GHA_2021-2022_IDSIE_v01_M,survey
5211,CMR_2021_WBCS_v01_M,survey
5212,KEN_2021_LIS_v01_M,survey
5213,MAR_2021_LIS_v01_M,survey
5214,NAM_2021_LIS_v01_M,survey
5215,NER_2021_LIS_v01_M,survey
5216,NGA_2021_LIS_v01_M,survey
5217,PAN_2021_LIS_v01_M,survey
5218,PHL_2021_LIS_v01_M,survey
5219,SOM_2021_LIS_v01_M,survey
5220,SSD_2021_LIS_v01_M,survey
5221,SYR_2021_LIS_v01_M,survey
5222,TCD_2021_LIS_v01_M,survey
5223,ZAF_2021_LIS_v01_M,survey
5224,ZMB_2021_LIS_v01_M,survey
5225,SLE_2021_WBCS_v01_M,survey
5226,IDN_2012_PESBR_v01_M,survey
5227,COD_2019_SENS_v01_M,survey
5228,KEN_2018_SENS-Dadaab_v01_M,survey
5229,KEN_2017_SENS-Dadaab_v01_M,survey
5230,MOZ_2015_SENS_v01_M,survey
5231,MOZ_2012_SENS_v01_M,survey
5232,MWI_2016_SENS_v01_M,survey
5233,MWI_2012_SENS_v01_M,survey
5234,TCD_2016_SENS-South_v01_M,survey
5235,TCD_2016_SENS-East_v01_M,survey
5236,RWA_2021_WASH-Gihembe_v01_M,survey
5237,RWA_2021_WASH-Nyabiheke_v01_M,survey
5238,RWA_2021_WASH-Kigeme_v01_M,survey
5239,RWA_2021_WASH-Kiziba_v01_M,survey
5240,RWA_2021_WASH-Mahama_v01_M,survey
5241,RWA_2021_WASH-Mugombwa_v01_M,survey
5242,BWA_2013_SENS_v01_M,survey
5243,CAF_2021_PM_v01_M,survey
5244,CAF_2022_PM_v01_M,survey
5245,CAF_2019_PM_v01_M,survey
5246,BRA_2019_VNA_v01_M,survey
5247,BRA_2019_SEVA_v01_M,survey
5248,BRA_2021_HFS-Q4_v01_M,survey
5249,BRA_2019_ICS_v01_M,survey
5250,BLR_2022_PROTMON_v01_M,survey
5251,ZWE_2021_EIS_v01_M,survey
5252,ZMB_2013_SENS_v01_M,survey
5253,ZMB_2017_SENS_v01_M,survey
5254,RWA_2021_WFP-JPDM_v01_M,survey
5255,YEM_2021_EIS_v01_M,survey
5256,ZAF_2022_RMS_v01_M,survey
5257,COD_2021_JAR-CAFOC_v01_M,survey
5258,COD_2021_JAR-SSDBBM_v01_M,survey
5259,URY_2021_HFS-Q4_v01_M,survey
5260,COD_2021_JAR-BDILM_v01_M,survey
5261,COD_2021_JAR-CAFIC_v01_M,survey
5262,UGA_2021_IPEHV_v01_M,survey
5263,UGA_2021_CBIWM_v01_M,survey
5264,TZA_2021_KAP-MT_v01_M,survey
5265,TZA_2021_KAP-NDT_v01_M,survey
5266,TZA_2021_KAP-NNY_v01_M,survey
5267,TZA_2021_EIS_v01_M,survey
5268,TCD_2021_SEN-ESL_v01_M,survey
5269,SYR_2021_PAR_v01_M,survey
5270,SYR_2020_PDM-CBIW_v01_M,survey
5271,SYR_2021_PAS_v01_M,survey
5272,SYR_2020_PDM-MPCG-APR_v01_M,survey
5273,SYR_2020_PDM-MPCG-OCT_v01_M,survey
5274,SYR_2020_PDM-EDU-OCT_v01_M,survey
5275,SYR_2020_PDM-COV-SEPT_v01_M,survey
5276,CMR_2021_JAM_v01_M,survey
5277,CMR_2021_IDP-MYT_v01_M,survey
5278,CMR_2021_SENS-OC_v01_M,survey
5279,CMR_2021_EIS_v01_M,survey
5280,CMR_2021_SENS-MIN_v01_M,survey
5281,CAF_2021_IDPIB_v01_M,survey
5282,COL_2022_HFS-Q1_v01_M,survey
5283,COL_2021_HFS-Q4_v01_M,survey
5284,CRI_2022_HFS-Q1_v01_M,survey
5285,CRI_2021_HFS-Q4_v01_M,survey
5286,DOM_2021_HFS-Q4_v01_M,survey
5287,DOM_2021_HFS-Q1Q2_v01_M,survey
5288,DOM_2021_HFS-Q3_v01_M,survey
5289,ECU_2021_HFS-Q4_v01_M,survey
5290,GTM_2022_HFS-Q1_v01_M,survey
5291,GTM_2021_HFS-Q4_v01_M,survey
5292,HND_2021_HFS-Q4_v01_M,survey
5293,PAN_2021_HFS-Q4_v01_M,survey
5294,SYR_2021_PDM-MPCG-JUN_v01_M,survey
5295,SYR_2021_PDM-WIN-FEB_v01_M,survey
5296,ECA_2022_SIPR-UKR-SEP_v01_M,survey
5297,CRI_2021_SEIC_v01_M,survey
5298,HUN_2022_PPM_v01_M,survey
5299,HUN_2022_MSNA_v01_M,survey
5300,IDN_2021_SES-IVR_v01_M,survey
5301,IRQ_2020_PMC_v01_M,survey
5302,JOR_2022_VAF-HOST_v01_M,survey
5303,JOR_2022_VAF-CAMP_v01_M,survey
5304,KEN_2021_SES-URB_v01_M,survey
5305,KEN_2021_EIS_v01_M,survey
5306,MDA_2022_PM_v01_M,survey
5307,MEX_2021_SEIC_v01_M,survey
5308,MLI_2020_CBI-PDM_v01_M,survey
5309,MOZ_2021_JAM-MAR_v01_M,survey
5310,MRT_2021_NSR_v01_M,survey
5311,SDN_2021_DSAN-ND_v01_M,survey
5312,SDN_2021_DSAN-BN_v01_M,survey
5313,SDN_2021_DSAN-SK_v01_M,survey
5314,SDN_2021_DSAN-WD_v01_M,survey
5315,SDN_2021_DSAN-SD_v01_M,survey
5316,PER_2022_HFS-Q1_v01_M,survey
5317,PER_2021_HFS-Q4_v01_M,survey
5318,PER_2021_FM-PUNO_v01_M,survey
5319,PER_2021_FM-TUMBES-ENT_v01_M,survey
5320,PER_2021_FM-TUMBES-EXT_v01_M,survey
5321,PER_2022_FM-CUSCO_v01_M,survey
5322,PER_2022_FM-PUNO_v01_M,survey
5323,PER_2022_FM-TUMBES-ENT_v01_M,survey
5324,PER_2022_FM-TUMBES-EXT_v01_M,survey
5325,NER_2021_EIS_v01_M,survey
5326,SSD_2021_EIS_v01_M,survey
5327,PAK_2022_PDM-CBI_v01_M,survey
5328,SLV_2016_IDP_v01_M,survey
5329,SVK_2022_MSNA_v01_M,survey
5330,ZMB_2020_JNA_v01_M,survey
5331,WLD_2021_ROH-IS_v01_M,survey
5332,POL_2022_PPM-MAY-SEP_v01_M,survey
5333,ROU_2022_PPM-MAY-SEP_v01_M,survey
5334,LAC_2020_R4V-RES_v01_M,survey
5335,UGA_2019_PDM-CBI-APR_v01_M,survey
5336,CAF_2021_PDM-CBI-JAN_v01_M,survey
5337,CIV_2021_PDM-CBI-FEB_v01_M,survey
5338,MYS_2021_PDM-CBI-JAN_v01_M,survey
5339,MYS_2020_PDM-CBI-SEP_v01_M,survey
5340,SYR_2019_PDM-MPCG-OCT_v01_M,survey
5341,ARG_2018_LIS_v01_M,survey
5342,BGD_2020_LIS_v01_M,survey
5343,PAN_2019_LIS_v01_M,survey
5344,COD_2020_PDM-CBI-Ituri_v01_M,survey
5345,TCD_2019_SENS_v01_M,survey
5346,CMR_2016_SENS-Minawao_v01_M,survey
5347,CMR_2016_SENS-OOC_v01_M,survey
5348,LBN_2020_VARON_v01_M,survey
5349,LBN_2016-2020_VASYR-SES_v01_M,survey
5350,LBN_2017-2021_VASYR-ASS_v01_M,survey
5351,SVK_2022_PPM-MAY-SEP_v01_M,survey
5352,LAC_2020_HELPAGE_v01_M,survey
5353,JOR_2017_HV-V7_v01_M,survey
5354,JOR_2017-2018_HV-V8_v01_M,survey
5355,JOR_2018_HV-V8V2_v01_M,survey
5356,JOR_2019_HV-V9_v01_M,survey
5357,JOR_2019-2020_HV-V9V2_v01_M,survey
5358,ESP_2020_FIES_v01_M_v01_A_OCS,survey
5359,ESP_2021_FIES_v01_M_v01_A_OCS,survey
5360,ESP_2014-2019_GGP-P_v01_M_v01_A_OCS,survey
5361,SDN_2018-2019_GGP-P_v01_M_v01_A_OCS,survey
5362,SWE_2021_FIES_v01_M_v01_A_OCS,survey
5363,SWE_2020_FIES_v01_M_v01_A_OCS,survey
5364,THA_2021_FIES_v01_M_v01_A_OCS,survey
5365,THA_2020_FIES_v01_M_v01_A_OCS,survey
5366,THA_2014-2019_GGP-P_v01_M_v01_A_OCS,survey
5367,WLD_2020-2022_LL-COVID19_v01_M,survey
5368,SVK_2021_FIES_v01_M_v01_A_OCS,survey
5369,SVK_2020_FIES_v01_M_v01_A_OCS,survey
5370,SVK_2019_FIES_v01_M_v01_A_OCS,survey
5371,SVN_2021_FIES_v01_M_v01_A_OCS,survey
5372,SVN_2020_FIES_v01_M_v01_A_OCS,survey
5373,SVN_2018_FIES_v01_M_v01_A_OCS,survey
5374,SVN_2017_FIES_v01_M_v01_A_OCS,survey
5375,SVN_2016_FIES_v01_M_v01_A_OCS,survey
5376,SVN_2015_FIES_v01_M_v01_A_OCS,survey
5377,SVN_2014_FIES_v01_M_v01_A_OCS,survey
5378,SOM_2020_FIES_v01_M_v01_A_OCS,survey
5379,SOM_2021_DEMHS-R3_v01_M_v01_A_OCS,survey
5380,SWZ_2019_FIES_v01_M_v01_A_OCS,survey
5381,SWZ_2021_FIES_v01_M_v01_A_OCS,survey
5382,SRB_2019_FIES_v01_M_v01_A_OCS,survey
5383,SRB_2020_FIES_v01_M_v01_A_OCS,survey
5384,SRB_2021_FIES_v01_M_v01_A_OCS,survey
5385,STP_2021_FIES_v01_M_v01_A_OCS,survey
5386,SUR_2021_FIES_v01_M_v01_A_OCS,survey
5387,SWZ_2021_WBCS_v01_M,survey
5388,SEN_2014_FIES_v01_M_v01_A_OCS,survey
5389,SEN_2015_FIES_v01_M_v01_A_OCS,survey
5390,SEN_2016_FIES_v01_M_v01_A_OCS,survey
5391,SEN_2017_FIES_v01_M_v01_A_OCS,survey
5392,SEN_2018_FIES_v01_M_v01_A_OCS,survey
5393,SEN_2019_FIES_v01_M_v01_A_OCS,survey
5394,SGP_2019_FIES_v01_M_v01_A_OCS,survey
5395,SGP_2021_FIES_v01_M_v01_A_OCS,survey
5396,SLE_2020_FIES_v01_M_v01_A_OCS,survey
5397,SLV_2019_FIES_v01_M_v01_A_OCS,survey
5398,SLV_2020_FIES_v01_M_v01_A_OCS,survey
5399,SLV_2021_FIES_v01_M_v01_A_OCS,survey
5400,TTO_2021_FIES_v01_M_v01_A_OCS,survey
5401,TUN_2021_FIES_v01_M_v01_A_OCS,survey
5402,UKR_2021_FIES_v01_M_v01_A_OCS,survey
5403,URY_2021_FIES_v01_M_v01_A_OCS,survey
5404,UZB_2021_FIES_v01_M_v01_A_OCS,survey
5405,ZMB_2021_FIES_v01_M_v01_A_OCS,survey
5406,ECU_2022_HFPS_v01_M,survey
5407,NER_2021_FIES_v01_M_v01_A_OCS,survey
5408,NGA_2020_FIES_v01_M_v01_A_OCS,survey
5409,NLD_2020_FIES_v01_M_v01_A_OCS,survey
5410,NLD_2021_FIES_v01_M_v01_A_OCS,survey
5411,NOR_2020_FIES_v01_M_v01_A_OCS,survey
5412,NOR_2021_FIES_v01_M_v01_A_OCS,survey
5413,NPL_2019_FIES_v01_M_v01_A_OCS,survey
5414,NPL_2021_FIES_v01_M_v01_A_OCS,survey
5415,NZL_2020_FIES_v01_M_v01_A_OCS,survey
5416,NZL_2021_FIES_v01_M_v01_A_OCS,survey
5417,PER_2014_FIES_v01_M_v01_A_OCS,survey
5418,PER_2015_FIES_v01_M_v01_A_OCS,survey
5419,PER_2016_FIES_v01_M_v01_A_OCS,survey
5420,PER_2017_FIES_v01_M_v01_A_OCS,survey
5421,PER_2018_FIES_v01_M_v01_A_OCS,survey
5422,PER_2019_FIES_v01_M_v01_A_OCS,survey
5423,PHL_2019_FIES_v01_M_v01_A_OCS,survey
5424,POL_2019_FIES_v01_M_v01_A_OCS,survey
5425,POL_2020_FIES_v01_M_v01_A_OCS,survey
5426,POL_2021_FIES_v01_M_v01_A_OCS,survey
5427,PRT_2020_FIES_v01_M_v01_A_OCS,survey
5428,PRT_2021_FIES_v01_M_v01_A_OCS,survey
5429,ROU_2019_FIES_v01_M_v01_A_OCS,survey
5430,ROU_2020_FIES_v01_M_v01_A_OCS,survey
5431,ROU_2021_FIES_v01_M_v01_A_OCS,survey
5432,RUS_2019_FIES_v01_M_v01_A_OCS,survey
5433,MAR_2020_FIES_v01_M_v01_A_OCS,survey
5434,MDA_2019_FIES_v01_M_v01_A_OCS,survey
5435,MDA_2020_FIES_v01_M_v01_A_OCS,survey
5436,MDA_2021_FIES_v01_M_v01_A_OCS,survey
5437,MDV_2021_FIES_v01_M_v01_A_OCS,survey
5438,MDG_2021_FIES_v01_M_v01_A_OCS,survey
5439,MEX_2019_FIES_v01_M_v01_A_OCS,survey
5440,MEX_2020_FIES_v01_M_v01_A_OCS,survey
5441,MKD_2019_FIES_v01_M_v01_A_OCS,survey
5442,MKD_2020_FIES_v01_M_v01_A_OCS,survey
5443,MKD_2021_FIES_v01_M_v01_A_OCS,survey
5444,MLT_2014_FIES_v01_M_v01_A_OCS,survey
5445,MLT_2015_FIES_v01_M_v01_A_OCS,survey
5446,MLT_2016_FIES_v01_M_v01_A_OCS,survey
5447,MLT_2017_FIES_v01_M_v01_A_OCS,survey
5448,MLT_2018_FIES_v01_M_v01_A_OCS,survey
5449,MLT_2020_FIES_v01_M_v01_A_OCS,survey
5450,MMR_2020_FIES_v01_M_v01_A_OCS,survey
5451,MMR_2021_FIES_v01_M_v01_A_OCS,survey
5452,MNE_2019_FIES_v01_M_v01_A_OCS,survey
5453,MNE_2020_FIES_v01_M_v01_A_OCS,survey
5454,MNG_2019_FIES_v01_M_v01_A_OCS,survey
5455,MNG_2021_FIES_v01_M_v01_A_OCS,survey
5456,MOZ_2019_FIES_v01_M_v01_A_OCS,survey
5457,MOZ_2020_FIES_v01_M_v01_A_OCS,survey
5458,MRT_2014_FIES_v01_M_v01_A_OCS,survey
5459,MRT_2015_FIES_v01_M_v01_A_OCS,survey
5460,MRT_2016_FIES_v01_M_v01_A_OCS,survey
5461,MRT_2017_FIES_v01_M_v01_A_OCS,survey
5462,MRT_2018_FIES_v01_M_v01_A_OCS,survey
5463,MRT_2019_FIES_v01_M_v01_A_OCS,survey
5464,MUS_2020_FIES_v01_M_v01_A_OCS,survey
5465,MUS_2021_FIES_v01_M_v01_A_OCS,survey
5466,MYS_2014_FIES_v01_M_v01_A_OCS,survey
5467,MYS_2015_FIES_v01_M_v01_A_OCS,survey
5468,MYS_2018_FIES_v01_M_v01_A_OCS,survey
5469,MYS_2020_FIES_v01_M_v01_A_OCS,survey
5470,MYS_2021_FIES_v01_M_v01_A_OCS,survey
5471,LAO_2020_FIES_v01_M_v01_A_OCS,survey
5472,LAO_2021_FIES_v01_M_v01_A_OCS,survey
5473,LBR_2020_FIES_v01_M_v01_A_OCS,survey
5474,LBY_2015_FIES_v01_M_v01_A_OCS,survey
5475,LBY_2016_FIES_v01_M_v01_A_OCS,survey
5476,LBY_2017_FIES_v01_M_v01_A_OCS,survey
5477,LBY_2018_FIES_v01_M_v01_A_OCS,survey
5478,LTU_2020_FIES_v01_M_v01_A_OCS,survey
5479,LTU_2021_FIES_v01_M_v01_A_OCS,survey
5480,LVA_2019_FIES_v01_M_v01_A_OCS,survey
5481,LVA_2020_FIES_v01_M_v01_A_OCS,survey
5482,LVA_2021_FIES_v01_M_v01_A_OCS,survey
5483,HND_2019_FIES_v01_M_v01_A_OCS,survey
5484,HND_2021_FIES_v01_M_v01_A_OCS,survey
5485,HRV_2019_FIES_v01_M_v01_A_OCS,survey
5486,HRV_2020_FIES_v01_M_v01_A_OCS,survey
5487,HRV_2021_FIES_v01_M_v01_A_OCS,survey
5488,HTI_2021_FIES_v01_M_v01_A_OCS,survey
5489,HUN_2019_FIES_v01_M_v01_A_OCS,survey
5490,HUN_2020_FIES_v01_M_v01_A_OCS,survey
5491,HUN_2021_FIES_v01_M_v01_A_OCS,survey
5492,IRN_2014_FIES_v01_M_v01_A_OCS,survey
5493,IRN_2015_FIES_v01_M_v01_A_OCS,survey
5494,IRN_2016_FIES_v01_M_v01_A_OCS,survey
5495,IRN_2017_FIES_v01_M_v01_A_OCS,survey
5496,IRN_2021_FIES_v01_M_v01_A_OCS,survey
5497,ISL_2020_FIES_v01_M_v01_A_OCS,survey
5498,ISL_2021_FIES_v01_M_v01_A_OCS,survey
5499,ITA_2020_FIES_v01_M_v01_A_OCS,survey
5500,ITA_2021_FIES_v01_M_v01_A_OCS,survey
5501,JAM_2021_FIES_v01_M_v01_A_OCS,survey
5502,JPN_2020_FIES_v01_M_v01_A_OCS,survey
5503,JPN_2021_FIES_v01_M_v01_A_OCS,survey
5504,KHM_2019_FIES_v01_M_v01_A_OCS,survey
5505,KHM_2021_FIES_v01_M_v01_A_OCS,survey
5506,KNA_2021_FIES_v01_M_v01_A_OCS,survey
5507,KOR_2020_FIES_v01_M_v01_A_OCS,survey
5508,KOR_2021_FIES_v01_M_v01_A_OCS,survey
5509,KWT_2014_FIES_v01_M_v01_A_OCS,survey
5510,KWT_2015_FIES_v01_M_v01_A_OCS,survey
5511,KWT_2016_FIES_v01_M_v01_A_OCS,survey
5512,KWT_2017_FIES_v01_M_v01_A_OCS,survey
5513,UGA_2016_CNAPL_v01_M,survey
5514,EGY_2019_FIES_v01_M_v01_A_OCS,survey
5515,EGY_2020_FIES_v01_M_v01_A_OCS,survey
5516,EST_2019_FIES_v01_M_v01_A_OCS,survey
5517,EST_2020_FIES_v01_M_v01_A_OCS,survey
5518,EST_2021_FIES_v01_M_v01_A_OCS,survey
5519,ETH_2014_FIES_v01_M_v01_A_OCS,survey
5520,ETH_2015_FIES_v01_M_v01_A_OCS,survey
5521,ETH_2016_FIES_v01_M_v01_A_OCS,survey
5522,ETH_2017_FIES_v01_M_v01_A_OCS,survey
5523,ETH_2018_FIES_v01_M_v01_A_OCS,survey
5524,ETH_2019_FIES_v01_M_v01_A_OCS,survey
5525,ETH_2020_FIES_v01_M_v01_A_OCS,survey
5526,FIN_2020_FIES_v01_M_v01_A_OCS,survey
5527,FIN_2021_FIES_v01_M_v01_A_OCS,survey
5528,FRA_2020_FIES_v01_M_v01_A_OCS,survey
5529,FRA_2021_FIES_v01_M_v01_A_OCS,survey
5530,GBR_2021_FIES_v01_M_v01_A_OCS,survey
5531,GEO_2019_FIES_v01_M_v01_A_OCS,survey
5532,GEO_2020_FIES_v01_M_v01_A_OCS,survey
5533,GEO_2021_FIES_v01_M_v01_A_OCS,survey
5534,GIN_2021_FIES_v01_M_v01_A_OCS,survey
5535,GMB_2019_FIES_v01_M_v01_A_OCS,survey
5536,GNB_2021_FIES_v01_M_v01_A_OCS,survey
5537,GTM_2019_FIES_v01_M_v01_A_OCS,survey
5538,GTM_2020_FIES_v01_M_v01_A_OCS,survey
5539,LAO_2021_WBCS_v01_M,survey
5540,LBR_2021_WBCS_v01_M,survey
5541,MDG_2021_WBCS_v01_M,survey
5542,PNG_2021_WBCS_v01_M,survey
5543,PRY_2021_WBCS_v01_M,survey
5544,SEN_2021_WBCS_v01_M,survey
5545,UGA_2021_WBCS_v01_M,survey
5546,CAF_2020_FIES_v01_M_v01_A_OCS,survey
5547,CHE_2021_FIES_v01_M_v01_A_OCS,survey
5548,CHL_2020_FIES_v01_M_v01_A_OCS,survey
5549,CHL_2021_FIES_v01_M_v01_A_OCS,survey
5550,CMR_2020_FIES_v01_M_v01_A_OCS,survey
5551,COD_2020_FIES_v01_M_v01_A_OCS,survey
5552,COD_2021_FIES_v01_M_v01_A_OCS,survey
5553,COG_2021_FIES_v01_M_v01_A_OCS,survey
5554,COM_2021_FIES_v01_M_v01_A_OCS,survey
5555,CRI_2019_FIES_v01_M_v01_A_OCS,survey
5556,CZE_2020_FIES_v01_M_v01_A_OCS,survey
5557,CZE_2021_FIES_v01_M_v01_A_OCS,survey
5558,DEU_2020_FIES_v01_M_v01_A_OCS,survey
5559,DEU_2021_FIES_v01_M_v01_A_OCS,survey
5560,DJI_2021_FIES_v01_M_v01_A_OCS,survey
5561,DNK_2020_FIES_v01_M_v01_A_OCS,survey
5562,DNK_2021_FIES_v01_M_v01_A_OCS,survey
5563,DZA_2014_FIES_v01_M_v01_A_OCS,survey
5564,DZA_2016_FIES_v01_M_v01_A_OCS,survey
5565,DZA_2017_FIES_v01_M_v01_A_OCS,survey
5566,DZA_2018_FIES_v01_M_v01_A_OCS,survey
5567,DZA_2019_FIES_v01_M_v01_A_OCS,survey
5568,DZA_2020_FIES_v01_M_v01_A_OCS,survey
5569,DZA_2021_FIES_v01_M_v01_A_OCS,survey
5570,AFG_2019_FIES_v01_M_v01_A_OCS,survey
5571,AFG_2020_FIES_v01_M_v01_A_OCS,survey
5572,AFG_2021_FIES_v01_M_v01_A_OCS,survey
5573,ALB_2019_FIES_v01_M_v01_A_OCS,survey
5574,ALB_2020_FIES_v01_M_v01_A_OCS,survey
5575,ALB_2021_FIES_v01_M_v01_A_OCS,survey
5576,ARG_2019_FIES_v01_M_v01_A_OCS,survey
5577,ARG_2020_FIES_v01_M_v01_A_OCS,survey
5578,ARG_2021_FIES_v01_M_v01_A_OCS,survey
5579,ARM_2019_FIES_v01_M_v01_A_OCS,survey
5580,ATG_2021_FIES_v01_M_v01_A_OCS,survey
5581,AUS_2020_FIES_v01_M_v01_A_OCS,survey
5582,AUS_2021_FIES_v01_M_v01_A_OCS,survey
5583,AUT_2020_FIES_v01_M_v01_A_OCS,survey
5584,AUT_2021_FIES_v01_M_v01_A_OCS,survey
5585,AZE_2014_FIES_v01_M_v01_A_OCS,survey
5586,AZE_2016_FIES_v01_M_v01_A_OCS,survey
5587,AZE_2017_FIES_v01_M_v01_A_OCS,survey
5588,AZE_2019_FIES_v01_M_v01_A_OCS,survey
5589,BEL_2020_FIES_v01_M_v01_A_OCS,survey
5590,BEL_2021_FIES_v01_M_v01_A_OCS,survey
5591,BFA_2020_FIES_v01_M_v01_A_OCS,survey
5592,BGD_2019_FIES_v01_M_v01_A_OCS,survey
5593,BGR_2021_FIES_v01_M_v01_A_OCS,survey
5594,BHS_2021_FIES_v01_M_v01_A_OCS,survey
5595,BIH_2019_FIES_v01_M_v01_A_OCS,survey
5596,BIH_2020_FIES_v01_M_v01_A_OCS,survey
5597,BIH_2021_FIES_v01_M_v01_A_OCS,survey
5598,BRA_2014_FIES_v01_M_v01_A_OCS,survey
5599,BRA_2015_FIES_v01_M_v01_A_OCS,survey
5600,BRA_2016_FIES_v01_M_v01_A_OCS,survey
5601,BRA_2017_FIES_v01_M_v01_A_OCS,survey
5602,BRA_2018_FIES_v01_M_v01_A_OCS,survey
5603,BRA_2019_FIES_v01_M_v01_A_OCS,survey
5604,BRA_2020_FIES_v01_M_v01_A_OCS,survey
5605,BRA_2021_FIES_v01_M_v01_A_OCS,survey
5606,BRB_2021_FIES_v01_M_v01_A_OCS,survey
5607,BWA_2019_FIES_v01_M_v01_A_OCS,survey
5608,JOR_2021_FIES_v01_M_v01_A_OCS,survey
5609,PER_2021_FIES_v01_M_v01_A_OCS,survey
5610,ARG_2014-2019_GGP-P_v01_M_v01_A_OCS,survey
5611,AUS_2014-2016_GGP-P_v01_M_v01_A_OCS,survey
5612,BEL_2014-2017_GGP-P_v01_M_v01_A_OCS,survey
5613,BGD_2014-2019_GGP-P_v01_M_v01_A_OCS,survey
5614,BGR_2019_FIES_v01_M_v01_A_OCS,survey
5615,BGR_2020_FIES_v01_M_v01_A_OCS,survey
5616,BRA_2014-2019_GGP-P_v01_M_v01_A_OCS,survey
5617,CHN_2014-2019_GGP-P_v01_M_v01_A_OCS,survey
5618,CIV_2014-2019_GGP-P_v01_M_v01_A_OCS,survey
5619,COL_2014-2019_GGP-P_v01_M_v01_A_OCS,survey
5620,CRI_2014-2016_GGP-P_v01_M_v01_A_OCS,survey
5621,DEU_2015_GGP-P_v01_M_v01_A_OCS,survey
5622,DZA_2014-2019_GGP-P_v01_M_v01_A_OCS,survey
5623,ECU_2014-2019_GGP-P_v01_M_v01_A_OCS,survey
5624,EGY_2014-2019_GGP-P_v01_M_v01_A_OCS,survey
